"id","worksite_city","state_Id"
"1627","morgantown","338"
"1628","grandville","322"
"1629","cameron","325"
"1630","franklin","349"
"1631","odgen","344"
"1632","mundelein","313"
"1633","barrigada",""
"1634","daly city","305"
"1635","lexington","340"
"1636","moffett field","305"
"1637","gretna","327"
"1638","manteca","305"
"1639","watertown","332"
"1640","lithia springs","310"
"1641","homewood","313"
"1642","glastonbury","307"
"1643","westbrook","319"
"1644","old tappan","330"
"1645","east dundee","313"
"1646","fort myers","309"
"1647","upper st clair","338"
"1648","cameron","318"
"1649","north chicago","313"
"1650","hanover","329"
"1651","grandview heights","335"
"1652","parkland","309"
"1653","collegeville","338"
"1654","stafford","343"
"1655","fort smith","304"
"1656","huntsville","343"
"1657","fort collins","306"
"1658","wilson","333"
"1659","pompano beach","309"
"1660","york","338"
"1661","madera","305"
"1662","iriving","343"
"1663","morristown","330"
"1664","east lansing","322"
"1665","buckhannon","348"
"1666","north salt lake","344"
"1667","bryan","343"
"1668","easton","338"
"1669","downey","305"
"1670","cottonwood heights","344"
"1671","armonk","332"
"1672","earth city","325"
"1673","petoskey","322"
"1674","oceanside","305"
"1675","andover","332"
"1676","saint petersburg","309"
"1677","helena","326"
"1678","spokane","347"
"1679","shawnee","336"
"1680","bozeman","326"
"1681","riverside","307"
"1682","allison park","338"
"1683","marysville","305"
"1684","canton","321"
"1685","oakbrook","313"
"1686","kind of prussia","338"
"1687","fishersville","346"
"1688","johnson city","332"
"1689","hudson","332"
"1690","waco","343"
"1691","seattle","305"
"1692","saginaw","322"
"1693","madison","330"
"1694","huntington beach","305"
"1695","yorktown heights","332"
"1696","neenah","349"
"1697","sikeston","325"
"1698","owing mills","320"
"1699","quincy","313"
"1700","hercules","305"
"1701","freeport","319"
"1702","ambler","338"
"1703","american fork","344"
"1704","maple valley","347"
"1705","estacada","337"
"1706","fulshear","343"
"1707","lebanon","342"
"1708","union city","330"
"1709","compton","305"
"1710","timonium","320"
"1711","rtp","333"
"1712","redlands","305"
"1713","liberal","316"
"1714","san francico","305"
"1715","lynnwood","347"
"1716","boron","305"
"1717","reading","321"
"1718","rutland","321"
"1719","nolensville","342"
"1720","needham","321"
"1721","lincoln","339"
"1722","springdale","304"
"1723","bay city","322"
"1724","arden hills","323"
"1725","west valley city","344"
"1726","rochester hills","322"
"1727","hasbrouck heights","330"
"1728","moorestown","330"
"1729","tarzana","305"
"1730","hempstead","343"
"1731","pearland","343"
"1732","covington","317"
"1733","hudson","321"
"1734","el dorado hills","305"
"1735","mayfield heights (cleveland)","335"
"1736","elk grove village","313"
"1737","berwyn","338"
"1738","beaverman","337"
"1739","titusville","309"
"1740","freemont","305"
"1741","columbia","313"
"1742","symmes township","335"
"1743","morton","313"
"1744","roanoke","346"
"1745","chevy chase,","320"
"1746","diamond bar","305"
"1747","farmingdale","332"
"1748","forest","346"
"1749","hartland","349"
"1750","nevada city","305"
"1751","champlin","323"
"1752","foothill ranch","305"
"1753","royersford","338"
"1754","davenport","309"
"1755","georgetown","343"
"1756","albion","327"
"1757","urbana","313"
"1758","woodbridge","346"
"1759","fredericksburg","346"
"1760","clover","340"
"1761","chapel hill","333"
"1762","mount arlington","330"
"1763","charlestown","321"
"1764","splendora","343"
"1765","seatac","347"
"1766","berenda","305"
"1767","lamesa,","343"
"1768","randolph","330"
"1769","lawrence","321"
"1770","reisterstown","320"
"1771","rocky river","335"
"1772","bala cynwyd","338"
"1773","syracuse","332"
"1774","donalsonville","310"
"1775","kenmore","347"
"1776","chillicothe","313"
"1777","glen cove","332"
"1778","chestnut hill","321"
"1779","kenilworth","330"
"1780","vineland","330"
"1781","el monte","305"
"1782","roslyn heights","332"
"1783","richardson,","343"
"1784","van buren township","322"
"1785","mineola","332"
"1786","decatur","313"
"1787","moorisville","333"
"1788","klein","343"
"1789","ada","322"
"1790","anchorage","302"
"1791","medway","319"
"1792","stevensville","322"
"1793","mattawan","330"
"1794","maineville","335"
"1795","jackson","335"
"1796","silverdale","347"
"1797","new kensington","338"
"1798","madison heights,","322"
"1799","new orleans","318"
"1800","lousiville","317"
"1801","keasbey","330"
"1802","sparks","328"
"1803","stevens point","349"
"1804","plainfield","314"
"1805","seattle","321"
"1806","crystal springs","324"
"1807","lafayette","314"
"1808","macon","333"
"1809","wood dale","313"
"1810","oshkosh","349"
"1811","levittown","338"
"1812","lakewood","330"
"1813","paoli","338"
"1814","carlin","328"
"1815","saint charles","313"
"1816","chesterfield","330"
"1817","lawrenceville","330"
"1818","liberty hill","343"
"1819","leominster","321"
"1820","congers","332"
"1821","naugatuck","307"
"1822","exeter","329"
"1823","talent","337"
"1824","portsmouth","329"
"1825","woodstock","320"
"1826","olney","313"
"1827","cockeysville","320"
"1828","holliston","321"
"1829","romeoville","313"
"1830","hauppauge","332"
"1831","charles city","332"
"1832","plymouth meeting","338"
"1833","south jordan","344"
"1834","joplin","325"
"1835","ponte vedra beach","309"
"1836","livingston","330"
"1837","crescent city","305"
"1838","haltom city","343"
"1839","harrisburg","333"
"1840","west windsor township","330"
"1841","passaic","330"
"1842","tigard","337"
"1843","gainesville","343"
"1844","de pere","349"
"1845","orange","307"
"1846","west reading","338"
"1847","mercer island","347"
"1848","newburgh","332"
"1849","shreveport","318"
"1850","seymour","314"
"1851","northvale","330"
"1852","lebanon","330"
"1853","storrs","307"
"1854","kannapolis","333"
"1855","groton","307"
"1856","lagrange","314"
"1857","heartland","349"
"1858","olympia","347"
"1859","glendale","332"
"1860","greer","340"
"1861","hempstead","332"
"1862","la plata","320"
"1863","temple city","305"
"1864","nicholasville","317"
"1865","pineville","333"
"1866","farmington","307"
"1867","marcy","332"
"1868","larkspur","305"
"1869","bridgeport","307"
"1870","hemlock","322"
"1871","lutherville-timonium","320"
"1872","middletown","308"
"1873","st. augustine","309"
"1874","prineville","337"
"1875","delaware","335"
"1876","dayton","330"
"1877","coraopolis","338"
"1878","landover","320"
"1879","russellville","317"
"1880","clawson","322"
"1881","cumberland","320"
"1882","mifflintown","338"
"1883","melrose park","313"
"1884","old hickory","342"
"1885","beavercreek","335"
"1886","belle mead","330"
"1887","waldorf","320"
"1888","golden","306"
"1889","chelsea","321"
"1890","mobile","301"
"1891","frankenmuth","322"
"1892","college place","347"
"1893","hewlett","332"
"1894","coopersburg","338"
"1895","sleepy hollow","332"
"1896","waxahachie","343"
"1897","medina","323"
"1898","omaha",""
"1899","ballwin","325"
"1900","lockport","332"
"1901","west roxbury","321"
"1902","montpelier","345"
"1903","warsaw","314"
"1904","fulton","320"
"1905","langhorne","338"
"1906","poplar bluff","325"
"1907","jackson","322"
"1908","lake hiawatha","330"
"1909","lawrence township","330"
"1910","skokie","313"
"1911","bridgeton","330"
"1912","kingston","332"
"1913","malden","321"
"1914","cooper city","309"
"1915","dfw airport","343"
"1916","columbus","343"
"1917","shoreview","323"
"1918","st petersburg","309"
"1919","noblesville","314"
"1920","bristol","307"
"1921","pontiac","313"
"1922","lynn","321"
"1923","richmond,","346"
"1924","kettering","335"
"1925","edgerton","316"
"1926","mayfield","317"
"1927","souderton","338"
"1928","west bloomfield","322"
"1929","southbury","307"
"1930","potosi","325"
"1931","union","317"
"1932","willoughby hills","335"
"1933","valdosta","310"
"1934","peoria","303"
"1935","wyoming","322"
"1936","maywood","330"
"1937","springfield","345"
"1938","cranford","330"
"1939","brockton","321"
"1940","middletown","332"
"1941","san antino","343"
"1942","district of columbia",""
"1943","cohoes","332"
"1944","torrington","307"
"1945","chester springs","338"
"1946","la mesa","305"
"1947","coral gables","309"
"1948","midlothian","346"
"1949","branford","307"
"1950","newnan","310"
"1951","galloway","330"
"1952","east falmouth","321"
"1953","amelia","335"
"1954","north billerica","321"
"1955","southborough","321"
"1956","saint francis","316"
"1957","grand haven","322"
"1958","yorkville","349"
"1959","sellersville","338"
"1960","nogales","303"
"1961","buda","343"
"1962","lutherville- timonium","320"
"1963","henrietta","332"
"1964","plainfield","313"
"1965","cleveland","342"
"1966","somerille","321"
"1967","taylor","322"
"1968","oro valley","303"
"1969","el paso","343"
"1970","wexford","338"
"1971","riverview","309"
"1972","longmeadow","321"
"1973","cranston","339"
"1974","concord","321"
"1975","peachtree city","310"
"1976","riverside","339"
"1977","wellesley hills","321"
"1978","buena park","305"
"1979","pleasanton,","305"
"1980","saugerties","332"
"1981","joint base andrews","320"
"1982","franklin","321"
"1983","stuart","309"
"1984","bartlesville","336"
"1985","monrovia","320"
"1986","camden","304"
"1987","sutton","321"
"1988","windermere","309"
"1989","villanova","338"
"1990","myrtle beach","340"
"1991","niles","313"
"1992","seatle","347"
"1993","west hollywood","305"
"1994","wood-ridge","330"
"1995","rhinebeck","332"
"1996","hamden","307"
"1997","wendell","333"
"1998","duarte","305"
"1999","pullman","347"
"2000","haslett","322"
"2001","benicia","305"
"2002","saint louis park","323"
"2003","temple","343"
"2004","north kansas city","325"
"2005","raynham","321"
"2006","odessa","309"
"2007","greenville","333"
"2008","lakeview","337"
"2009","virginia","346"
"2010","ramsey","323"
"2011","woodbury","332"
"2012","winston","310"
"2013","billerica","321"
"2014","new castle","308"
"2015","bay point","305"
"2016","boardman","337"
"2017","midland","343"
"2018","edinburg","343"
"2019","ridgefield park","330"
"2020","riceboro","310"
"2021","kokomo","314"
"2022","columbia","325"
"2023","cresson","343"
"2024","chanhassen","323"
"2025","melvindale","322"
"2026","manchester","329"
"2027","windsor","330"
"2028","mayfield village","335"
"2029","clayton","325"
"2030","tucumcari","331"
"2031","maywood","313"
"2032","harmar","338"
"2033","monte sereno","305"
"2034","tualitin","337"
"2035","scotts valley","305"
"2036","wellesley","321"
"2037","hackettstown","330"
"2038","valley","327"
"2039","south bend","314"
"2040","elko","328"
"2041","middlesex","330"
"2042","hebron","317"
"2043","edgewater","330"
"2044","pennsauken township","330"
"2045","indialantic","309"
"2046","titusville","330"
"2047","stillwater","336"
"2048","hialeah","309"
"2049","wallington","330"
"2050","fort lee","330"
"2051","montgomery county","338"
"2052","juno bech","309"
"2053","elk grove","305"
"2054","wayne","327"
"2055","folsom\t","305"
"2056","fairlawn","335"
"2057","selmer","342"
"2058","millcreek","344"
"2059","marianna","309"
"2060","opalocka","309"
"2061","whitehall","338"
"2062","saratoga","305"
"2063","trumbull","307"
"2064","lodi","305"
"2065","hingham","321"
"2066","murrieta","305"
"2067","corvallis","337"
"2068","presto","338"
"2069","windsor mill\t","320"
"2070","henry","313"
"2071","socorro","331"
"2072","victoria","323"
"2073","orono","319"
"2074","franksville","349"
"2075","miami beach","309"
"2076","oak ridge","333"
"2077","fergus falls56537","323"
"2078","maple shade","330"
"2079","wilder","317"
"2080","gardena","305"
"2081","ellington","307"
"2082","tinley park","313"
"2083","apt. 508","321"
"2084","newport news","346"
"2085","hummelstown","338"
"2086","middleton","349"
"2087","hornell","332"
"2088","largo","309"
"2089","freehold","330"
"2090","bristol","339"
"2091","hershey","338"
"2092","auxvasse","325"
"2093","peapack","330"
"2094","levittown,","338"
"2095","waterbury","307"
"2096","mebane","333"
"2097","olean","332"
"2098","piqua","335"
"2099","guttenberg","330"
"2100","new freedom","338"
"2101","fond du lac","349"
"2102","franklin","314"
"2103","antigo","349"
"2104","seal beach","305"
"2105","cheektowaga","332"
"2106","edgewood","347"
"2107","new york new york","332"
"2108","sun prairie","349"
"2109","branchville","330"
"2110","eau claire","349"
"2111","greeley","306"
"2112","grain valley","325"
"2113","medina","347"
"2114","cayce","340"
"2115","kent","335"
"2116","carbondale","313"
"2117","millinocket","319"
"2118","waxhaw","333"
"2119","orangeburg","340"
"2120","harvard","321"
"2121","vestal","332"
"2122","milford","307"
"2123","middleton","321"
"2124","verona","346"
"2125","morrow","310"
"2126","corcoran","323"
"2127","amityville","332"
"2128","la vista","327"
"2129","eastvale","305"
"2130","west lake hills","343"
"2131","lake zurich","313"
"2132","ewing township","330"
"2133","west valley","344"
"2134","hermitage","338"
"2135","state college","338"
"2136","st. louis park","323"
"2137","17641 s ashland ave","313"
"2138","mount vernon","332"
"2139","towanda","338"
